director_name,genres,actor_1_name,actor_2_name,actor_3_name,movie_title,language,comb
Peter Weir,Crime Drama Romance Thriller,Harrison Ford,Viggo Mortensen,Lukas Haas,witness,English,Harrison Ford Viggo Mortensen Lukas Haas Peter Weir Crime Drama Romance Thriller
Mike McCoy,Action Adventure Drama Thriller War,Alex Veadov,Jason Cottle,Rorke Denver,act of valor,English,Alex Veadov Jason Cottle Rorke Denver Mike McCoy Action Adventure Drama Thriller War
Anne Fletcher,Crime Drama Music Romance,Channing Tatum,Alyson Stoner,Josh Henderson,step up,English,Channing Tatum Alyson Stoner Josh Henderson Anne Fletcher Crime Drama Music Romance
Mike Judge,Adventure Animation Comedy Crime,Bruce Willis,Demi Moore,John Doman,beavis and butt-head do america,English,Bruce Willis Demi Moore John Doman Mike Judge Adventure Animation Comedy Crime
Quentin Tarantino,Crime Thriller,Robert De Niro,Sid Haig,Robert Forster,jackie brown,English,Robert De Niro Sid Haig Robert Forster Quentin Tarantino Crime Thriller
Jon Hurwitz,Adventure Comedy,Danneel Ackles,Eric Winter,Beverly D'Angelo,harold & kumar escape from guantanamo bay,English,Danneel Ackles Eric Winter Beverly D'Angelo Jon Hurwitz Adventure Comedy
Josh Trank,Drama Sci-Fi Thriller,Michael Kelly,Alex Russell,Ashley Hinshaw,chronicle,English,Michael Kelly Alex Russell Ashley Hinshaw Josh Trank Drama Sci-Fi Thriller
Barbra Streisand,Drama Musical Romance,Miriam Margolyes,Amy Irving,Steven Hill,yentl,English,Miriam Margolyes Amy Irving Steven Hill Barbra Streisand Drama Musical Romance
Terry Gilliam,Adventure Comedy Fantasy Sci-Fi,Shelley Duvall,Michael Palin,Kenny Baker,time bandits,English,Shelley Duvall Michael Palin Kenny Baker Terry Gilliam Adventure Comedy Fantasy Sci-Fi
Nima Nourizadeh,Comedy Crime,Dax Flame,Kirby Bliss Blanton,Oliver Cooper,project x,English,Dax Flame Kirby Bliss Blanton Oliver Cooper Nima Nourizadeh Comedy Crime
Franklin J. Schaffner,Biography Drama War,George C. Scott,Karl Malden,Bill Hickman,patton,English,George C. Scott Karl Malden Bill Hickman Franklin J. Schaffner Biography Drama War
Mark Romanek,Drama Thriller,Robin Williams,Gary Cole,Connie Nielsen,one hour photo,English,Robin Williams Gary Cole Connie Nielsen Mark Romanek Drama Thriller
John Erick Dowdle,Horror Sci-Fi Thriller,Andrew Fiscella,Jay Hernandez,Dania Ramirez,quarantine,English,Andrew Fiscella Jay Hernandez Dania Ramirez John Erick Dowdle Horror Sci-Fi Thriller
David Moreau,Horror Mystery,Chloë Grace Moretz,Alessandro Nivola,Obba Babatundé,the eye,English,Chloë Grace Moretz Alessandro Nivola Obba Babatundé David Moreau Horror Mystery
Christopher Erskin,Comedy,Vanessa Williams,Shannon Elizabeth,Shad Moss,johnson family vacation,English,Vanessa Williams Shannon Elizabeth Shad Moss Christopher Erskin Comedy
Jesse Dylan,Comedy Fantasy,Hector Elizondo,Fred Willard,T.J. Thyne,how high,English,Hector Elizondo Fred Willard T.J. Thyne Jesse Dylan Comedy Fantasy
Brian Henson,Comedy Drama Family Fantasy Musical,Steven Mackintosh,Jerry Nelson,Steve Whitmire,the muppet christmas carol,English,Steven Mackintosh Jerry Nelson Steve Whitmire Brian Henson Comedy Drama Family Fantasy Musical
Martin Campbell,Action Adventure Thriller,Eva Green,Tobias Menzies,Ivana Milicevic,casino royale,English,Eva Green Tobias Menzies Ivana Milicevic Martin Campbell Action Adventure Thriller
Julie Taymor,Biography Drama Romance,Salma Hayek,Roger Rees,Valeria Golino,frida,English,Salma Hayek Roger Rees Valeria Golino Julie Taymor Biography Drama Romance
Dan Cutforth,Documentary Music,Lexie Contursi,Ashley Ashida Dixon,Anthony Burrell,katy perry: part of me,English,Lexie Contursi Ashley Ashida Dixon Anthony Burrell Dan Cutforth Documentary Music
Josh Boone,Drama Romance,Shailene Woodley,Sam Trammell,Nat Wolff,the fault in our stars,English,Shailene Woodley Sam Trammell Nat Wolff Josh Boone Drama Romance
John Dahl,Crime Drama,Matt Damon,Martin Landau,Gretchen Mol,rounders,English,Matt Damon Martin Landau Gretchen Mol John Dahl Crime Drama
Chris Rock,Comedy Romance,Rosario Dawson,Romany Malco,J.B. Smoove,top five,English,Rosario Dawson Romany Malco J.B. Smoove Chris Rock Comedy Romance
John Frankenheimer,Horror Sci-Fi,Talia Shire,Richard Dysart,Robert Foxworth,prophecy,English,Talia Shire Richard Dysart Robert Foxworth John Frankenheimer Horror Sci-Fi
David Koepp,Horror Mystery Thriller,Illeana Douglas,Kathryn Erbe,Lusia Strus,stir of echoes,English,Illeana Douglas Kathryn Erbe Lusia Strus David Koepp Horror Mystery Thriller
unknown,Action Adventure Biography Drama History,Peter Mensah,Kelvin Taylor,Viva Bianca,spartacus: war of the damned            ,English,Peter Mensah Kelvin Taylor Viva Bianca unknown Action Adventure Biography Drama History
Stephen Frears,Biography Drama,Steve Coogan,Mare Winningham,Peter Hermann,philomena,English,Steve Coogan Mare Winningham Peter Hermann Stephen Frears Biography Drama
Mike Binder,Comedy Drama,Alicia Witt,Erika Christensen,Joan Allen,the upside of anger,English,Alicia Witt Erika Christensen Joan Allen Mike Binder Comedy Drama
Franklin J. Schaffner,Drama Thriller,Laurence Olivier,Anne Meara,Steve Guttenberg,the boys from brazil,English,Laurence Olivier Anne Meara Steve Guttenberg Franklin J. Schaffner Drama Thriller
Elizabeth Allen Rosenbaum,Comedy Family Fantasy Romance,Tammin Sursok,Joanna 'JoJo' Levesque,Dichen Lachman,aquamarine,English,Tammin Sursok Joanna 'JoJo' Levesque Dichen Lachman Elizabeth Allen Rosenbaum Comedy Family Fantasy Romance
Jake Schreier,Drama Mystery Romance,Nat Wolff,Cara Delevingne,Meg Crosbie,paper towns,English,Nat Wolff Cara Delevingne Meg Crosbie Jake Schreier Drama Mystery Romance
Cheryl Dunye,Comedy,Michael Imperioli,Marsha Thomason,Bai Ling,my baby's daddy,English,Michael Imperioli Marsha Thomason Bai Ling Cheryl Dunye Comedy
Alexander Payne,Adventure Comedy Drama,Devin Ratray,Bruce Dern,Will Forte,nebraska,English,Devin Ratray Bruce Dern Will Forte Alexander Payne Adventure Comedy Drama
Ernest R. Dickerson,Action Fantasy Horror Thriller,CCH Pounder,Jada Pinkett Smith,Gary Farmer,tales from the crypt: demon knight,English,CCH Pounder Jada Pinkett Smith Gary Farmer Ernest R. Dickerson Action Fantasy Horror Thriller
Tim Hill,Comedy Crime Family,Noel Fisher,Amber Valletta,Larry Miller,max keeble's big move,English,Noel Fisher Amber Valletta Larry Miller Tim Hill Comedy Crime Family
Jason Reitman,Comedy Drama,Charlize Theron,Patton Oswalt,Collette Wolfe,young adult,English,Charlize Theron Patton Oswalt Collette Wolfe Jason Reitman Comedy Drama
Mark Neveldine,Action Crime Thriller,Jason Statham,Edi Gathegi,Jose Pablo Cantillo,crank,English,Jason Statham Edi Gathegi Jose Pablo Cantillo Mark Neveldine Action Crime Thriller
Lionel C. Martin,Comedy,Bernie Mac,Gilbert Gottfried,Lark Voorhies,how to be a player,English,Bernie Mac Gilbert Gottfried Lark Voorhies Lionel C. Martin Comedy
Richard LaGravenese,Comedy Drama Romance,Holly Hunter,Eddie Cibrian,Jenette Goldstein,living out loud,English,Holly Hunter Eddie Cibrian Jenette Goldstein Richard LaGravenese Comedy Drama Romance
Sanaa Hamri,Comedy Romance Sport,Common,Laz Alonso,Mehcad Brooks,just wright,English,Common Laz Alonso Mehcad Brooks Sanaa Hamri Comedy Romance Sport
Jonathan Demme,Drama Romance,Anne Hathaway,Rosemarie DeWitt,Bill Irwin,rachel getting married,English,Anne Hathaway Rosemarie DeWitt Bill Irwin Jonathan Demme Drama Romance
Bob Rafelson,Crime Drama Romance Thriller,Anjelica Huston,Michael Lerner,John Colicos,the postman always rings twice,English,Anjelica Huston Michael Lerner John Colicos Bob Rafelson Crime Drama Romance Thriller
Peter Webber,Biography Drama Romance,Scarlett Johansson,Colin Firth,Tom Wilkinson,girl with a pearl earring,English,Scarlett Johansson Colin Firth Tom Wilkinson Peter Webber Biography Drama Romance
Wolfgang Petersen,Adventure Drama Thriller War,Jürgen Prochnow,Martin Semmelrogge,Herbert Grönemeyer,das boot,German,Jürgen Prochnow Martin Semmelrogge Herbert Grönemeyer Wolfgang Petersen Adventure Drama Thriller War
John Lee Hancock,Drama History War Western,Dennis Quaid,Marc Blucas,Jordi Mollà,the alamo,English,Dennis Quaid Marc Blucas Jordi Mollà John Lee Hancock Drama History War Western
Wallace Wolodarsky,Comedy,Heather Matarazzo,Barry Watson,Harland Williams,sorority boys,English,Heather Matarazzo Barry Watson Harland Williams Wallace Wolodarsky Comedy
Richard Curtis,Drama Fantasy Romance,Tom Hughes,Tom Hollander,Lindsay Duncan,about time,English,Tom Hughes Tom Hollander Lindsay Duncan Richard Curtis Drama Fantasy Romance
Yimou Zhang,Action Adventure Drama Romance,Takeshi Kaneshiro,Andy Lau,Zhengyong Zhang,house of flying daggers,Mandarin,Takeshi Kaneshiro Andy Lau Zhengyong Zhang Yimou Zhang Action Adventure Drama Romance
Nicholas Jarecki,Drama Thriller,Nate Parker,Curtiss Cook,Reg E. Cathey,arbitrage,English,Nate Parker Curtiss Cook Reg E. Cathey Nicholas Jarecki Drama Thriller
Dean Israelite,Sci-Fi Thriller,Gary Weeks,Jonny Weston,Sofia Black-D'Elia,project almanac,English,Gary Weeks Jonny Weston Sofia Black-D'Elia Dean Israelite Sci-Fi Thriller
Darnell Martin,Biography Drama Music,Cedric the Entertainer,Veronika Dash,Tammy Blanchard,cadillac records,English,Cedric the Entertainer Veronika Dash Tammy Blanchard Darnell Martin Biography Drama Music
Scott Alexander,Comedy Crime,Sarah Silverman,Dave Chappelle,Sherman Hemsley,screwed,English,Sarah Silverman Dave Chappelle Sherman Hemsley Scott Alexander Comedy Crime
Stuart Gordon,Action Crime Sci-Fi Thriller,Christopher Lambert,Kurtwood Smith,Clifton Collins Jr.,fortress,English,Christopher Lambert Kurtwood Smith Clifton Collins Jr. Stuart Gordon Action Crime Sci-Fi Thriller
Christopher Guest,Comedy,John Michael Higgins,Catherine O'Hara,Ed Begley Jr.,for your consideration,English,John Michael Higgins Catherine O'Hara Ed Begley Jr. Christopher Guest Comedy
Woody Allen,Comedy Drama,Melanie Griffith,Aleksa Palladino,Greg Mottola,celebrity,English,Melanie Griffith Aleksa Palladino Greg Mottola Woody Allen Comedy Drama
Ryan Murphy,Comedy Drama,Jill Clayburgh,Joseph Cross,Dagmara Dominczyk,running with scissors,English,Jill Clayburgh Joseph Cross Dagmara Dominczyk Ryan Murphy Comedy Drama
Robert Iscove,Comedy Musical Romance,Anika Noni Rose,Kelly Clarkson,Brian Dietzen,from justin to kelly,English,Anika Noni Rose Kelly Clarkson Brian Dietzen Robert Iscove Comedy Musical Romance
Spike Lee,Comedy Drama,Michael Imperioli,Debi Mazar,Gretchen Mol,girl 6,English,Michael Imperioli Debi Mazar Gretchen Mol Spike Lee Comedy Drama
Jane Campion,Mystery Thriller,Jennifer Jason Leigh,Nick Damici,Susan Gardner,in the cut,English,Jennifer Jason Leigh Nick Damici Susan Gardner Jane Campion Mystery Thriller
James Gray,Drama Romance,Isabella Rossellini,Vinessa Shaw,Samantha Ivers,two lovers,English,Isabella Rossellini Vinessa Shaw Samantha Ivers James Gray Drama Romance
Fred Schepisi,Drama,Bob Hoskins,Ray Winstone,JJ Feild,last orders,English,Bob Hoskins Ray Winstone JJ Feild Fred Schepisi Drama
Joon-ho Bong,Comedy Drama Horror Sci-Fi,Doona Bae,Kang-ho Song,Ah-sung Ko,the host,Korean,Doona Bae Kang-ho Song Ah-sung Ko Joon-ho Bong Comedy Drama Horror Sci-Fi
Roger Spottiswoode,Adventure Crime Thriller,Robert Duvall,Treat Williams,Paul Gleason,the pursuit of d.b. cooper,English,Robert Duvall Treat Williams Paul Gleason Roger Spottiswoode Adventure Crime Thriller
Antonia Bird,Fantasy Horror Thriller,Jeremy Davies,Jeffrey Jones,David Arquette,ravenous,English,Jeremy Davies Jeffrey Jones David Arquette Antonia Bird Fantasy Horror Thriller
Jon Poll,Comedy Drama Romance,Robert Downey Jr.,Megan Park,Hope Davis,charlie bartlett,English,Robert Downey Jr. Megan Park Hope Davis Jon Poll Comedy Drama Romance
Paolo Sorrentino,Drama,Toni Servillo,Sabrina Ferilli,Serena Grandi,the great beauty,Italian,Toni Servillo Sabrina Ferilli Serena Grandi Paolo Sorrentino Drama
Peter Care,Comedy Drama,Kieran Culkin,Michael Harding,Jake Richardson,the dangerous lives of altar boys,English,Kieran Culkin Michael Harding Jake Richardson Peter Care Comedy Drama
Chan-wook Park,Drama Thriller,Mia Wasikowska,Alden Ehrenreich,Harmony Korine,stoker,English,Mia Wasikowska Alden Ehrenreich Harmony Korine Chan-wook Park Drama Thriller
Kar-Wai Wong,Drama Romance Sci-Fi,Li Gong,Tony Chiu Wai Leung,Maggie Cheung,2046,Cantonese,Li Gong Tony Chiu Wai Leung Maggie Cheung Kar-Wai Wong Drama Romance Sci-Fi
Ira Sachs,Crime Drama Romance,David Richmond-Peck,Erin Boyes,Timothy Webber,married life,English,David Richmond-Peck Erin Boyes Timothy Webber Ira Sachs Crime Drama Romance
Carroll Ballard,Adventure Drama Family,Eamonn Walker,Hope Davis,Campbell Scott,duma,English,Eamonn Walker Hope Davis Campbell Scott Carroll Ballard Adventure Drama Family
Neil Jordan,Drama Mystery Romance,Tony Curran,Stephen Rea,Alicja Bachleda,ondine,English,Tony Curran Stephen Rea Alicja Bachleda Neil Jordan Drama Mystery Romance
Takeshi Kitano,Crime Drama Thriller,Omar Epps,Tatyana Ali,James Shigeta,brother,English,Omar Epps Tatyana Ali James Shigeta Takeshi Kitano Crime Drama Thriller
Anthony Russo,Comedy Crime,Michael Jeter,Isaiah Washington,Andy Davoli,welcome to collinwood,English,Michael Jeter Isaiah Washington Andy Davoli Anthony Russo Comedy Crime
Sidney Lumet,Comedy Drama,Kyra Sedgwick,Anne Bancroft,Albert Brooks,critical care,English,Kyra Sedgwick Anne Bancroft Albert Brooks Sidney Lumet Comedy Drama
Vadim Perelman,Drama Mystery Thriller,Eva Amurri Martino,Lynn Cohen,Brett Cullen,the life before her eyes,English,Eva Amurri Martino Lynn Cohen Brett Cullen Vadim Perelman Drama Mystery Thriller
Lawrence Kasdan,Comedy Drama Romance,Dianne Wiest,Mark Duplass,Sam Shepard,darling companion,English,Dianne Wiest Mark Duplass Sam Shepard Lawrence Kasdan Comedy Drama Romance
Marco Kreuzpaintner,Crime Drama Thriller,Zack Ward,Kate del Castillo,Alicja Bachleda,trade,English,Zack Ward Kate del Castillo Alicja Bachleda Marco Kreuzpaintner Crime Drama Thriller
Lajos Koltai,Drama Romance War,Marcell Nagy,Péter Fancsikai,Bálint Péntek,fateless,Hungarian,Marcell Nagy Péter Fancsikai Bálint Péntek Lajos Koltai Drama Romance War
Alan Rudolph,Comedy,Bruce Willis,Albert Finney,Omar Epps,breakfast of champions,English,Bruce Willis Albert Finney Omar Epps Alan Rudolph Comedy
Vincenzo Natali,Mystery Romance Sci-Fi Thriller,David Hewlett,Jeremy Northam,Kari Matchett,cypher,English,David Hewlett Jeremy Northam Kari Matchett Vincenzo Natali Mystery Romance Sci-Fi Thriller
Chuan Lu,Drama History War,Ye Liu,Yuanyuan Gao,Ryu Kohata,city of life and death,Mandarin,Ye Liu Yuanyuan Gao Ryu Kohata Chuan Lu Drama History War
Lijun Sun,Action Adventure Animation Comedy Family,Jon Heder,Tom Arnold,Rebecca Black,legend of kung fu rabbit,Mandarin,Jon Heder Tom Arnold Rebecca Black Lijun Sun Action Adventure Animation Comedy Family
Takashi Yamazaki,Action Adventure Drama Sci-Fi,Takuya Kimura,Meisa Kuroki,Hiroyuki Ikeuchi,space battleship yamato,Japanese,Takuya Kimura Meisa Kuroki Hiroyuki Ikeuchi Takashi Yamazaki Action Adventure Drama Sci-Fi
Renny Harlin,Action Drama War,Richard Coyle,Kenneth Cranham,Ana Imnadze,5 days of war,English,Richard Coyle Kenneth Cranham Ana Imnadze Renny Harlin Action Drama War
Christopher Smith,Fantasy Mystery Thriller,Rachael Carpani,Michael Dorman,Emma Lung,triangle,English,Rachael Carpani Michael Dorman Emma Lung Christopher Smith Fantasy Mystery Thriller
Timothy Hines,Drama,Christopher Lambert,Kelly LeBrock,Alexandra Callas,10 days in a madhouse,English,Christopher Lambert Kelly LeBrock Alexandra Callas Timothy Hines Drama
Randall Wallace,Biography Drama,Jacob Vargas,Connor Corum,Rob Moran,heaven is for real,English,Jacob Vargas Connor Corum Rob Moran Randall Wallace Biography Drama
David Winters,Family Musical,Gary Daniels,Matt Marr,Ginger Jensen,dancin' it's on,English,Gary Daniels Matt Marr Ginger Jensen David Winters Family Musical
Mary Lambert,Fantasy Horror,Miko Hughes,Fred Gwynne,Denise Crosby,pet sematary,English,Miko Hughes Fred Gwynne Denise Crosby Mary Lambert Fantasy Horror
Akira Kurosawa,Drama,Tatsuo Matsumura,Tetsu Watanabe,Akira Terao,madadayo,Japanese,Tatsuo Matsumura Tetsu Watanabe Akira Terao Akira Kurosawa Drama
Jamie Thraves,Drama Thriller,Paddy Considine,Caroline Dhavernas,Charlotte Sullivan,the cry of the owl,English,Paddy Considine Caroline Dhavernas Charlotte Sullivan Jamie Thraves Drama Thriller
Mabel Cheung,Drama,Wei Tang,Ching Wan Lau,Hailu Qin,a tale of three cities,Chinese,Wei Tang Ching Wan Lau Hailu Qin Mabel Cheung Drama
Joe Dante,Comedy Fantasy Horror,Phoebe Cates,Harry Carey Jr.,Zach Galligan,gremlins,English,Phoebe Cates Harry Carey Jr. Zach Galligan Joe Dante Comedy Fantasy Horror
George Lucas,Action Adventure Fantasy Sci-Fi,Harrison Ford,Peter Cushing,Kenny Baker,star wars: episode iv - a new hope,English,Harrison Ford Peter Cushing Kenny Baker George Lucas Action Adventure Fantasy Sci-Fi
Dan Mazer,Comedy,Robert De Niro,Zoey Deutch,Jason Mantzoukas,dirty grandpa,English,Robert De Niro Zoey Deutch Jason Mantzoukas Dan Mazer Comedy
David Lean,Drama Romance War,Julie Christie,Klaus Kinski,Geraldine Chaplin,doctor zhivago,English,Julie Christie Klaus Kinski Geraldine Chaplin David Lean Drama Romance War
Stephen Daldry,Adventure Crime Drama Mystery Thriller,Wagner Moura,Selton Mello,Daniel Zettel,trash,Portuguese,Wagner Moura Selton Mello Daniel Zettel Stephen Daldry Adventure Crime Drama Mystery Thriller
Kenny Ortega,Comedy Drama Family Music Musical Romance,Lucas Grabeel,Matt Prokop,Corbin Bleu,high school musical 3: senior year,English,Lucas Grabeel Matt Prokop Corbin Bleu Kenny Ortega Comedy Drama Family Music Musical Romance
David O. Russell,Biography Drama Sport,Christian Bale,Jack McGee,Melissa McMeekin,the fighter,English,Christian Bale Jack McGee Melissa McMeekin David O. Russell Biography Drama Sport
Jeff Tremaine,Action Comedy Documentary,Bam Margera,Steve-O,Chris Pontius,jackass number two,English,Bam Margera Steve-O Chris Pontius Jeff Tremaine Action Comedy Documentary
Jonathan Lynn,Comedy Crime,Fred Gwynne,Bruce McGill,Lane Smith,my cousin vinny,English,Fred Gwynne Bruce McGill Lane Smith Jonathan Lynn Comedy Crime
R.J. Cutler,Drama Fantasy Music Romance,Chloë Grace Moretz,Mireille Enos,Stacy Keach,if i stay,English,Chloë Grace Moretz Mireille Enos Stacy Keach R.J. Cutler Drama Fantasy Music Romance
Brian Trenchard-Smith,Action Comedy Crime,Zoe Ventoura,Damien Garvey,Christopher Sommers,drive hard,English,Zoe Ventoura Damien Garvey Christopher Sommers Brian Trenchard-Smith Action Comedy Crime
David S. Ward,Comedy Sport,Corbin Bernsen,Tom Berenger,Rene Russo,major league,English,Corbin Bernsen Tom Berenger Rene Russo David S. Ward Comedy Sport
Oliver Parker,Comedy,Lily Cole,Rupert Everett,Tamsin Egerton,st. trinian's,English,Lily Cole Rupert Everett Tamsin Egerton Oliver Parker Comedy
